Epoch,Average Loss,Test Accuracy
123,0.3072728028458156,0.6143497757847534
124,0.3212389272250486,0.6143497757847534
125,0.34219306734170807,0.6502242152466368
126,0.2963048895423332,0.5874439461883408
127,0.3321734944756111,0.6367713004484304
128,0.31486199022678846,0.6322869955156951
129,0.2961998774094528,0.5964125560538116
130,0.28796034482087984,0.6412556053811659
131,0.2626920091302207,0.6098654708520179
132,0.29725790318478357,0.6322869955156951
133,0.27953696163852565,0.6322869955156951
134,0.2852028896969356,0.6188340807174888
135,0.31048039894425467,0.6098654708520179
136,0.2981770032242443,0.6322869955156951
137,0.28357984745100645,0.6278026905829597
138,0.36127531180221045,0.6502242152466368
139,0.3000116556548001,0.6412556053811659
140,0.2977656547608,0.5919282511210763
141,0.2773216396905063,0.6098654708520179
142,0.24955018577950724,0.6143497757847534
143,0.3004810871033186,0.5964125560538116
144,0.3592290744352876,0.57847533632287
145,0.2820518160803934,0.6367713004484304
146,0.28159866088561797,0.6502242152466368
147,0.2773615319407388,0.6053811659192825
148,0.2870265943950482,0.6322869955156951
149,0.28252520809012854,0.6053811659192825
150,0.23856902939549993,0.6188340807174888
151,0.256547797797771,0.6143497757847534
152,0.24662444293498992,0.6367713004484304
153,0.24239977417367228,0.6322869955156951
154,0.2588488838980707,0.6367713004484304
155,0.2750015741653657,0.6457399103139013
156,0.27344847509030545,0.6322869955156951
157,0.2546091797981369,0.6188340807174888
158,0.2726363736591982,0.5829596412556054
159,0.2658941223380271,0.5201793721973094
160,0.30181320979354087,0.57847533632287
161,0.2658618373147557,0.5874439461883408
162,0.26161358389961586,0.5919282511210763
163,0.2622641536626923,0.5964125560538116
164,0.2419756121849746,0.6053811659192825
165,0.23998017083393053,0.6322869955156951
166,0.2677875843945514,0.6233183856502242
167,0.26132208336605117,0.5919282511210763
168,0.23181604388054838,0.6278026905829597
169,0.23358702612726875,0.6233183856502242
170,0.2416597221674544,0.6278026905829597
171,0.25870290224471787,0.6367713004484304
172,0.2396632334489501,0.6278026905829597
173,0.22478368191906575,0.5964125560538116
174,0.2279964105801636,0.6143497757847534
175,0.2908435224147325,0.6278026905829597
176,0.2633328740516405,0.57847533632287
177,0.2527842297312919,0.5874439461883408
178,0.255652081162742,0.6322869955156951
179,0.23519337689608671,0.6098654708520179
180,0.1886979630321599,0.57847533632287
181,0.20757158489039776,0.6278026905829597
182,0.22267975616321134,0.6143497757847534
183,0.22277444108818353,0.6278026905829597
184,0.24797020132622022,0.6233183856502242
185,0.26999291804399383,0.6098654708520179
186,0.23512812869602376,0.5739910313901345
187,0.2120125989230831,0.6098654708520179
188,0.21665619106105205,0.6367713004484304
189,0.21738639507400856,0.6322869955156951
190,0.2412349000070872,0.6322869955156951
191,0.22682280259185963,0.5739910313901345
192,0.2313781394382541,0.6188340807174888
193,0.2178963226213884,0.5964125560538116
194,0.22030785462159788,0.5829596412556054
195,0.24063444057207428,0.6098654708520179
196,0.21997711484351853,0.6053811659192825
197,0.20857627549198238,0.6053811659192825
198,0.2314064640677377,0.5919282511210763
199,0.19919213558850662,0.600896860986547
200,0.2086713643221373,0.6188340807174888
201,0.20426643125796587,0.6278026905829597
202,0.21090603598048177,0.5739910313901345
203,0.23996159069323808,0.5829596412556054
204,0.2660743987627244,0.6098654708520179
205,0.23661145745368486,0.6278026905829597
206,0.21177434636635728,0.6412556053811659
207,0.1909629289018974,0.6322869955156951
208,0.19524939066908334,0.600896860986547
209,0.18297630267196827,0.600896860986547
210,0.1789206350117587,0.6098654708520179
211,0.24700314670466306,0.6233183856502242
212,0.25024046640047864,0.600896860986547
213,0.3001056052325817,0.6053811659192825
214,0.2215075152643611,0.5919282511210763
215,0.19992523283770916,0.5695067264573991
216,0.18883842142780174,0.6098654708520179
217,0.18347506024194568,0.6278026905829597
218,0.20446675634116268,0.600896860986547
219,0.17148401037360844,0.5964125560538116
220,0.17488038827863972,0.6233183856502242
221,0.2031179642409421,0.6098654708520179
222,0.20650971384530656,0.6322869955156951
223,0.2118523187181923,0.6457399103139013
224,0.15167483230320256,0.6412556053811659
225,0.15097034024388603,0.6053811659192825
226,0.17755140662193297,0.6188340807174888
227,0.1752527989028545,0.5919282511210763
228,0.17391086867016353,0.6322869955156951
229,0.17744800297731764,0.57847533632287
230,0.20214563159460433,0.5919282511210763
231,0.17995021842168957,0.5919282511210763
232,0.1556861687242315,0.6143497757847534
233,0.1728228875090567,0.6188340807174888
234,0.16718957996770237,0.5964125560538116
235,0.19174654652898232,0.6143497757847534
236,0.1996975217642409,0.6053811659192825
237,0.22234322381823252,0.5739910313901345
238,0.1816896479786112,0.6188340807174888
239,0.173260708404391,0.6143497757847534
240,0.1995251980892728,0.5695067264573991
241,0.18552762129333583,0.6188340807174888
242,0.18333483639727818,0.600896860986547
243,0.15794705038660029,0.5874439461883408
244,0.1578245031364848,0.600896860986547
245,0.12557316543011182,0.6233183856502242
246,0.1495143130086781,0.6098654708520179
247,0.1510511900601762,0.5739910313901345
248,0.18054317155580843,0.6143497757847534
249,0.15483084227261917,0.600896860986547
250,0.17158795963512377,0.6233183856502242
251,0.17751961909653097,0.6322869955156951
252,0.15325420632790984,0.6322869955156951
253,0.15883351048726715,0.6188340807174888
254,0.14706906937481312,0.6322869955156951
255,0.15813412994481205,0.6233183856502242
256,0.1326237224795845,0.6457399103139013
257,0.13316111169504316,0.57847533632287
258,0.1548444891243838,0.6367713004484304
259,0.20229060964637927,0.5919282511210763
260,0.15573759480808558,0.6188340807174888
261,0.13725544388374586,0.5874439461883408
262,0.13472194169344526,0.6278026905829597
263,0.11077856876876917,0.6188340807174888
264,0.1190472756543856,0.6098654708520179
265,0.12920438278926893,0.6098654708520179
266,0.12365902781151654,0.600896860986547
267,0.14719086319543004,0.6143497757847534
268,0.12915437881196482,0.6233183856502242
269,0.1337161420771245,0.6053811659192825
270,0.17740978829646378,0.6278026905829597
271,0.18595564773913179,0.6412556053811659
272,0.2037143997262033,0.6233183856502242
273,0.17227532974119936,0.57847533632287
274,0.16791399988565553,0.5695067264573991
275,0.1946284188815717,0.6233183856502242
276,0.16851268035642217,0.6502242152466368
277,0.18663538158609627,0.5874439461883408
278,0.1422986352041866,0.5964125560538116
279,0.15313672785008892,0.5874439461883408
280,0.14118149220273735,0.5964125560538116
281,0.12626936308453593,0.6188340807174888
282,0.12964070424270094,0.600896860986547
283,0.13405233939711966,0.6098654708520179
284,0.14487955292289176,0.5829596412556054
285,0.22805147868361367,0.6233183856502242
286,0.16447565455115243,0.6412556053811659
287,0.1735266866811206,0.6591928251121076
288,0.14815257851327404,0.6098654708520179
289,0.11038455226448145,0.600896860986547
290,0.129171333788486,0.6502242152466368
291,0.17444918329796094,0.5829596412556054
292,0.1892611630846945,0.6053811659192825
293,0.16581404276108475,0.5739910313901345
294,0.1555735906523265,0.5964125560538116
295,0.12861537005794182,0.5919282511210763
296,0.11889495826169347,0.6098654708520179
297,0.12051664815190133,0.6278026905829597
298,0.10257594685875968,0.6278026905829597
299,0.09324138830886798,0.600896860986547
300,0.11661149963234248,0.5739910313901345
301,0.10830242961979984,0.5874439461883408
302,0.10641900721225846,0.6098654708520179
303,0.10106605187560735,0.6098654708520179
304,0.06850699492719736,0.5829596412556054
305,0.08628983604774046,0.600896860986547
306,0.11653443896368648,0.6322869955156951
307,0.13139476779471623,0.6098654708520179
308,0.157972577662113,0.57847533632287
309,0.1400667983494448,0.6098654708520179
310,0.13540420498740807,0.6278026905829597
311,0.10452994238794519,0.6367713004484304
312,0.13171719073244695,0.6322869955156951
313,0.12205463184064694,0.6188340807174888
314,0.0873546946249651,0.57847533632287
315,0.10450685321447555,0.6143497757847534
316,0.1295454123967819,0.5739910313901345
317,0.11631965985458888,0.6143497757847534
318,0.11867758527900396,0.5919282511210763
319,0.0897445837098561,0.6188340807174888
320,0.12569805470745216,0.5515695067264574
321,0.14644257573599226,0.6278026905829597
322,0.09849521472547831,0.6188340807174888
323,0.1325646526776673,0.6322869955156951
324,0.14664383336399378,0.6053811659192825
325,0.11102995597914364,0.6143497757847534
326,0.1159535224852937,0.5964125560538116
327,0.124823124589545,0.6233183856502242
328,0.15298018715019976,0.6322869955156951
329,0.10370200745175394,0.600896860986547
330,0.1054699036512482,0.6322869955156951
331,0.09713537093628659,0.6098654708520179
332,0.1140359807885095,0.6591928251121076
333,0.08294496157865845,0.6278026905829597
334,0.07821229192313184,0.6457399103139013
335,0.09756835853115896,0.6322869955156951
336,0.11337865840518073,0.5919282511210763
337,0.10025646964485725,0.6143497757847534
338,0.1410292606675223,0.6233183856502242
339,0.16692567618375415,0.6412556053811659
340,0.14856823974111108,0.6143497757847534
341,0.12281513366471515,0.6188340807174888
342,0.13278706227795462,0.6098654708520179
343,0.0982626662746574,0.6053811659192825
344,0.10076828856816453,0.6367713004484304
345,0.08242548449655597,0.600896860986547
346,0.08118353248312232,0.5964125560538116
347,0.06671986342146155,0.6322869955156951
348,0.08156467287727956,0.6322869955156951
349,0.07684134244918824,0.6233183856502242
350,0.06843085073855486,0.6188340807174888
351,0.06892545006415818,0.6233183856502242
352,0.0719941870884949,0.6098654708520179
353,0.1059709579254804,0.5919282511210763
354,0.10189474596736137,0.6143497757847534
355,0.11043987081626828,0.6098654708520179
356,0.1012971512219879,0.5964125560538116
357,0.10206263282995545,0.6053811659192825
358,0.07946531302138661,0.6502242152466368
359,0.0830578927578551,0.6143497757847534
360,0.08896209451087406,0.6188340807174888
361,0.091254439581646,0.6053811659192825
362,0.09393267785565237,0.5919282511210763
363,0.1353210765324282,0.600896860986547
364,0.14722927592778473,0.5964125560538116
365,0.13665337924207194,0.6367713004484304
366,0.14535326252827482,0.6233183856502242
367,0.1472360733017493,0.6278026905829597
368,0.10302293833052174,0.6278026905829597
369,0.11989906385038676,0.5964125560538116
370,0.08980416457137365,0.6098654708520179
371,0.09688007361098622,0.6278026905829597
372,0.09381628332847959,0.6278026905829597
373,0.08438809001713657,0.6188340807174888
374,0.07063614911912533,0.6367713004484304
375,0.08054403707887349,0.6322869955156951
376,0.10581313723258758,0.6188340807174888
377,0.16099773056051705,0.6188340807174888
378,0.11990892065040182,0.6188340807174888
379,0.12890119333280606,0.6322869955156951
380,0.09237461659345735,0.5874439461883408
381,0.1017316280790929,0.6143497757847534
382,0.0922380855411626,0.5695067264573991
383,0.06944504703363676,0.6233183856502242
384,0.05883032970465301,0.6412556053811659
385,0.04586657597944978,0.6143497757847534
386,0.049668613871496715,0.6053811659192825
387,0.04268059146621924,0.6278026905829597
388,0.09320855632089498,0.6053811659192825
389,0.07970548675636227,0.6322869955156951
390,0.06444598191909576,0.6098654708520179
391,0.06064827980452709,0.6412556053811659
392,0.06971861225333106,0.6367713004484304
393,0.06799232729532745,0.6188340807174888
394,0.06118479638119762,0.5919282511210763
395,0.05500152235787906,0.6367713004484304
396,0.08011815787784839,0.5829596412556054
397,0.06359710869159592,0.6053811659192825
398,0.06811377968680993,0.5695067264573991
399,0.06413867686236842,0.600896860986547
400,0.09868568022934239,0.6188340807174888
401,0.09532935532291284,0.6322869955156951
402,0.06643056661058008,0.6143497757847534
403,0.059773371988133095,0.6098654708520179
404,0.06799560609493363,0.6233183856502242
405,0.1439280308029625,0.6053811659192825
406,0.10468700755847973,0.5605381165919282
407,0.08612998626875074,0.6098654708520179
408,0.10238562750347545,0.5964125560538116
409,0.06903606459833263,0.5739910313901345
410,0.07070168183090982,0.6188340807174888
411,0.06445163325145004,0.6188340807174888
412,0.04677843879071179,0.6278026905829597
413,0.054883027650164756,0.6233183856502242
414,0.05103414592783103,0.6367713004484304
415,0.05466384983129716,0.6322869955156951
416,0.05157396757368291,0.6278026905829597
417,0.08459768116976438,0.6143497757847534
418,0.07775963101159321,0.6233183856502242
419,0.08092931036868792,0.5964125560538116
420,0.06092390125889457,0.5829596412556054
421,0.05417799107479245,0.6098654708520179
422,0.04729987777183565,0.6233183856502242
423,0.058393486057606976,0.6053811659192825
424,0.05910564771528994,0.6457399103139013
425,0.04480160989620712,0.6322869955156951
426,0.038641918278979455,0.6143497757847534
427,0.04174494295475188,0.6098654708520179
428,0.03484805938735437,0.6188340807174888
429,0.0299446036557803,0.6098654708520179
430,0.027252182088206324,0.6322869955156951
431,0.04716684381906571,0.6053811659192825
432,0.1351940698586823,0.6322869955156951
433,0.17911469521147483,0.5919282511210763
434,0.15281164344776882,0.6502242152466368
435,0.08843828809730123,0.6233183856502242
436,0.06049864353674851,0.6502242152466368
437,0.11173584970195642,0.6098654708520179
438,0.11349811265977582,0.5964125560538116
439,0.13253173729342022,0.6771300448430493
440,0.12062045945210403,0.6322869955156951
441,0.0964037628656023,0.600896860986547
442,0.0947828970430942,0.6457399103139013
443,0.05144070168392042,0.6233183856502242
444,0.04819779619574547,0.6143497757847534
445,0.06181315592165743,0.6098654708520179
446,0.0524890889947334,0.6143497757847534
447,0.041051897607492595,0.6143497757847534
448,0.0374860866246431,0.6053811659192825
449,0.04343185937136747,0.6188340807174888
450,0.07266913990626174,0.6053811659192825
451,0.07763913538348809,0.6098654708520179
452,0.11538380959563041,0.6098654708520179
453,0.0848679990078626,0.6233183856502242
454,0.10476583764794167,0.5874439461883408
455,0.08069288183129236,0.5964125560538116
456,0.10787458068199372,0.6053811659192825
457,0.08521754146459397,0.6322869955156951
458,0.12115826985139526,0.6367713004484304
459,0.10116889597324843,0.6098654708520179
460,0.060250208049677734,0.600896860986547
461,0.05733472902453347,0.6233183856502242
462,0.0537683813508307,0.600896860986547
463,0.04891911537459727,0.6098654708520179
464,0.07302160521320412,0.6322869955156951
465,0.11844505764795153,0.6322869955156951
466,0.07391883965288655,0.6188340807174888
467,0.1010361287700996,0.6547085201793722
468,0.12150484043895529,0.6591928251121076
469,0.0860283469551065,0.6322869955156951
470,0.06879482613353247,0.6278026905829597
471,0.05115344286634681,0.6278026905829597
472,0.06779251713096426,0.6143497757847534
473,0.0460222617628869,0.6322869955156951
474,0.07139275810691748,0.6412556053811659
475,0.05662186961160617,0.6233183856502242
476,0.028350204838377035,0.6098654708520179
477,0.028204399087790693,0.6322869955156951
478,0.02134642034266772,0.600896860986547
479,0.044614302777172474,0.6278026905829597
480,0.04286582352740041,0.6098654708520179
481,0.07851453625251738,0.6457399103139013
482,0.09234861305422998,0.600896860986547
483,0.0789847945647963,0.6098654708520179
484,0.07588958574479886,0.6367713004484304
485,0.03951182313305274,0.6053811659192825
486,0.05068252500607057,0.6053811659192825
487,0.05479675292801321,0.6188340807174888
488,0.05306317526637838,0.5919282511210763
489,0.06069058384118455,0.6278026905829597
490,0.06076353981442163,0.6412556053811659
491,0.05454193170318443,0.672645739910314
492,0.04863060225596589,0.6233183856502242
493,0.06020094000556496,0.6322869955156951
494,0.04917306628371223,0.5919282511210763
495,0.07739423489972447,0.6412556053811659
496,0.0644092638171121,0.6367713004484304
497,0.043196780301546785,0.6547085201793722
498,0.033991938368992856,0.6367713004484304
499,0.05048499971293331,0.6233183856502242
500,0.04932543796309259,0.600896860986547
501,0.07209814346154754,0.6457399103139013
502,0.03712323431888323,0.5919282511210763
503,0.0351573482825515,0.6188340807174888
504,0.04112185967269908,0.6233183856502242
505,0.05500707512072633,0.6233183856502242
506,0.030175828598858267,0.5964125560538116
507,0.03522685138571463,0.6322869955156951
508,0.04695771961064821,0.6053811659192825
509,0.06653218917297514,0.6502242152466368
510,0.09407078543405854,0.5829596412556054
511,0.06323295660065802,0.6367713004484304
512,0.033890718606750615,0.6412556053811659
513,0.03161549765114369,0.6412556053811659
514,0.051318393078412905,0.6188340807174888
515,0.05399949202795377,0.6412556053811659
516,0.052293763502260275,0.6412556053811659
517,0.05407542693481017,0.6367713004484304
518,0.05228439520081777,0.6412556053811659
519,0.05583501327573583,0.6457399103139013
520,0.022384970420657582,0.6143497757847534
521,0.0253121245819866,0.600896860986547
522,0.09622914275845115,0.5874439461883408
523,0.09814038651712825,0.6143497757847534
524,0.08173465564679563,0.6457399103139013
525,0.08301951449908568,0.6143497757847534
526,0.06509827698549528,0.5874439461883408
527,0.06837026396494233,0.5919282511210763
528,0.06268540910037046,0.6412556053811659
529,0.05806413724851073,0.6278026905829597
530,0.03702695812988147,0.6188340807174888
531,0.038679593282469206,0.6547085201793722
532,0.05323165398970079,0.5964125560538116
533,0.05357277094899269,0.5829596412556054
534,0.08171927782842953,0.6278026905829597
535,0.053011355821168823,0.6143497757847534
536,0.1299630455421598,0.5650224215246636
537,0.08235815890719382,0.6502242152466368
538,0.06733595856120077,0.600896860986547
539,0.05405783638190687,0.6636771300448431
540,0.036365545143404704,0.6502242152466368
541,0.07080270690696963,0.6188340807174888
542,0.10130000991767713,0.6636771300448431
543,0.04442226710111907,0.6278026905829597
544,0.03141100779175758,0.6322869955156951
545,0.0276025311330731,0.6188340807174888
546,0.021105401753709556,0.6322869955156951
547,0.0471443620604578,0.6412556053811659
548,0.026956175841139945,0.6322869955156951
549,0.03854507653231031,0.6457399103139013
550,0.045095153671971866,0.6188340807174888
551,0.028023679068918977,0.6188340807174888
552,0.03585527643059077,0.6233183856502242
553,0.04168465996391318,0.6367713004484304
554,0.06546807839964212,0.6143497757847534
555,0.06616815755541405,0.6547085201793722
556,0.029650105929441666,0.6143497757847534
557,0.04292897923608844,0.5874439461883408
558,0.04697671633088187,0.6143497757847534
559,0.040420220733693474,0.6143497757847534
560,0.026879885803196536,0.6053811659192825
561,0.04370628675717986,0.6143497757847534
562,0.02442601446187898,0.6098654708520179
563,0.04453971011752493,0.600896860986547
564,0.04172099430239602,0.5919282511210763
565,0.04892028663935286,0.6233183856502242
566,0.07288719864373797,0.6457399103139013
567,0.055190860639127454,0.6412556053811659
568,0.16368658967902153,0.5919282511210763
569,0.13491362859024092,0.6278026905829597
570,0.10301310707595242,0.5874439461883408
571,0.06423698087756553,0.6502242152466368
572,0.039557704224847674,0.6367713004484304
573,0.03642808495277769,0.6053811659192825
574,0.03170111510023642,0.6591928251121076
575,0.02045052271713032,0.6188340807174888
576,0.0403114455971825,0.6367713004484304
577,0.023873629831196216,0.6322869955156951
578,0.031600418670123885,0.6367713004484304
579,0.03228869697685992,0.6322869955156951
580,0.028695294579093377,0.6367713004484304
581,0.04546322271730123,0.600896860986547
582,0.0308781407187494,0.6322869955156951
583,0.03577446088697134,0.6322869955156951
584,0.03764387637041928,0.5919282511210763
585,0.024219505296329435,0.6098654708520179
586,0.05150669306265504,0.6188340807174888
587,0.0721293014924178,0.6278026905829597
588,0.06294502855351802,0.6233183856502242
589,0.08693262234832463,0.5874439461883408
590,0.09393851582086488,0.57847533632287
591,0.09577928120165728,0.600896860986547
592,0.042104892658718515,0.6143497757847534
593,0.030937796651145044,0.6188340807174888
594,0.050996237423982516,0.6233183856502242
595,0.0344059121596177,0.6367713004484304
596,0.025689449571491628,0.6278026905829597
597,0.025038268477812913,0.6412556053811659
598,0.02791639423688476,0.6188340807174888
599,0.03163141578624255,0.6233183856502242
600,0.01995926537875379,0.6233183856502242
601,0.03631829709819193,0.6457399103139013
602,0.04460383222511645,0.6233183856502242
603,0.06252988186779987,0.6412556053811659
604,0.04089628653914741,0.6412556053811659
605,0.02703712661279721,0.6098654708520179
606,0.030259723249780997,0.6278026905829597
607,0.05220835131875585,0.6233183856502242
608,0.08930727765801248,0.6322869955156951
609,0.09868499435735552,0.5829596412556054
610,0.04522566620386049,0.6098654708520179
611,0.04834138364688064,0.6367713004484304
612,0.08169115280544155,0.5560538116591929
613,0.07312744700171975,0.600896860986547
614,0.08345263441292088,0.6143497757847534
615,0.06796385221120514,0.6547085201793722
616,0.05775016185440374,0.6771300448430493
617,0.05126314253200976,0.6412556053811659
618,0.032482631353849774,0.6412556053811659
619,0.04924521820222059,0.6278026905829597
620,0.05035325795035349,0.6367713004484304
621,0.033637326244222984,0.6143497757847534
622,0.04963706386892983,0.5919282511210763
623,0.025941441015581067,0.6098654708520179
624,0.028407163390617694,0.6412556053811659
625,0.041899777597255924,0.6367713004484304
626,0.043347777962014916,0.6457399103139013
627,0.02831587154794945,0.6053811659192825
628,0.016119472958733526,0.6098654708520179
629,0.022028605024633784,0.6188340807174888
630,0.026475823670625686,0.5964125560538116
631,0.04184343293309212,0.6143497757847534
632,0.04980483923860815,0.6681614349775785
633,0.08661554546168682,0.6457399103139013
634,0.08677719240024519,0.6681614349775785
635,0.04245709526990907,0.6278026905829597
636,0.07529584284913673,0.6412556053811659
637,0.061842246027140134,0.6457399103139013
638,0.044457650293460056,0.6278026905829597
639,0.065937249015054,0.6098654708520179
640,0.05369517092038406,0.600896860986547
641,0.053419514745473864,0.6053811659192825
642,0.05871981797593363,0.5560538116591929
643,0.058797397924942915,0.6457399103139013
644,0.035335279476378906,0.6412556053811659
645,0.021589863448916526,0.6233183856502242
646,0.019473666473804566,0.6412556053811659
647,0.03156586296102974,0.6278026905829597
648,0.018978810708007117,0.6053811659192825
649,0.01515984061289202,0.6278026905829597
650,0.08574960630261497,0.5695067264573991
651,0.10577846241466116,0.6322869955156951
652,0.0894824640134747,0.6367713004484304
653,0.046609258312690124,0.6502242152466368
654,0.04274771993749597,0.6367713004484304
655,0.03172881568499496,0.6188340807174888
656,0.03956834512417404,0.6233183856502242
657,0.03460329512782981,0.6143497757847534
658,0.06780563704878761,0.6367713004484304
659,0.06738503903485416,0.6278026905829597
660,0.08995922070540739,0.6053811659192825
661,0.04974242773618591,0.6367713004484304
662,0.031616894628727035,0.6367713004484304
663,0.043600524074575875,0.6188340807174888
664,0.03135927590761292,0.6322869955156951
665,0.03752726980307129,0.6457399103139013
666,0.033706370142571045,0.6143497757847534
667,0.02731114909303992,0.6188340807174888
668,0.017566733577110794,0.6188340807174888
669,0.02054676005428427,0.6188340807174888
670,0.018330347826809024,0.6143497757847534
671,0.014017520611582512,0.6098654708520179
672,0.0160767347122846,0.600896860986547
673,0.020742107982213577,0.6143497757847534
674,0.011715716496109963,0.6143497757847534
675,0.012885992212241956,0.6188340807174888
676,0.01067110775247886,0.6188340807174888
677,0.02774247700725211,0.6278026905829597
678,0.027180044319522513,0.5919282511210763
679,0.024547023891230646,0.6098654708520179
680,0.03557895560529125,0.6188340807174888
681,0.024256040524230915,0.6188340807174888
682,0.018022289424297514,0.6143497757847534
683,0.021569566763518903,0.6233183856502242
684,0.01589325802044922,0.6457399103139013
685,0.01932375713596853,0.5919282511210763
686,0.015248831830332788,0.6322869955156951
687,0.017284539166126357,0.6143497757847534
688,0.011096508369854327,0.6188340807174888
689,0.015873433835804463,0.6547085201793722
690,0.012347137551294284,0.6233183856502242
691,0.035774695234938286,0.6188340807174888
692,0.021233794541004,0.5919282511210763
693,0.013863752757230502,0.6412556053811659
694,0.03571978254934375,0.6188340807174888
695,0.04208860541327616,0.6053811659192825
696,0.07351048471552603,0.6367713004484304
697,0.05469816315375017,0.5515695067264574
698,0.07701313791775637,0.6233183856502242
699,0.06005976002537802,0.6053811659192825
700,0.07771245377201043,0.6098654708520179
701,0.038903743482791305,0.6098654708520179
