Epoch,Average Loss,Test Accuracy,F1 Score
1,0.5990911316871643,0.6842105263157895,0.555921052631579
2,0.48542630394299824,0.6842105263157895,0.555921052631579
3,0.41803993185361227,0.6842105263157895,0.555921052631579
4,0.3886584174633026,0.6842105263157895,0.555921052631579
5,0.3767418173948924,0.6842105263157895,0.555921052631579
6,0.33417048494021095,0.7631578947368421,0.7095772217428817
7,0.3236762793858846,0.7894736842105263,0.7652752571082879
8,0.32820048769315086,0.8157894736842105,0.7996306555863342
9,0.2964384444554647,0.8947368421052632,0.8919014708488392
10,0.28783504048983255,0.9736842105263158,0.9739525283797729
11,0.2919591550032298,0.8947368421052632,0.8978696741854637
12,0.2685141851504644,0.9210526315789473,0.9200811709338975
13,0.2783761566877365,0.8947368421052632,0.8919014708488392
14,0.24798491676648457,0.9210526315789473,0.9200811709338975
15,0.23688346246878306,0.9473684210526315,0.9473684210526315
16,0.24725468953450522,0.9210526315789473,0.9200811709338975
17,0.2383276645342509,0.9210526315789473,0.9200811709338975
18,0.2464428726832072,0.8947368421052632,0.8919014708488392
19,0.2360208566983541,0.9736842105263158,0.9739525283797729
20,0.24043197532494862,0.9473684210526315,0.9483400809716599
21,0.2243072275320689,0.7894736842105263,0.7966507177033493
22,0.21820561488469442,0.7631578947368421,0.7706687437409591
23,0.21548728942871093,0.9473684210526315,0.9473684210526315
24,0.2409298680226008,0.9210526315789473,0.9200811709338975
25,0.23526252230008443,0.9736842105263158,0.9739525283797729
26,0.234227907260259,0.9473684210526315,0.9483400809716599
27,0.2585072350502014,0.9210526315789473,0.9218575851393189
28,0.25629883746306104,0.8947368421052632,0.8919014708488392
29,0.2065434193611145,0.8947368421052632,0.8919014708488392
30,0.22488247791926066,0.868421052631579,0.8626110731373889
31,0.19554623206456503,0.868421052631579,0.8668019515564959
32,0.2550569220383962,0.868421052631579,0.8626110731373889
33,0.21820134083429973,0.9210526315789473,0.9175666438824335
34,0.20564246495564778,0.8421052631578947,0.8239564428312159
35,0.20475900411605835,0.868421052631579,0.8626110731373889
36,0.19345573862393697,0.9210526315789473,0.9200811709338975
37,0.22328957358996074,0.8947368421052632,0.8947368421052632
38,0.17979476133982342,0.8947368421052632,0.8947368421052632
39,0.2548759631315867,0.9473684210526315,0.9483400809716599
40,0.29552595456441244,0.8947368421052632,0.8947368421052632
41,0.25206516365210213,0.9210526315789473,0.9200811709338975
42,0.23267157634099325,0.8421052631578947,0.8319548872180451
43,0.20871087471644084,0.8157894736842105,0.7996306555863342
44,0.2037075440088908,0.7894736842105263,0.7652752571082879
45,0.20399699449539185,0.8421052631578947,0.8239564428312159
46,0.20052756627400717,0.868421052631579,0.8626110731373889
47,0.19480441917975744,0.8947368421052632,0.8919014708488392
48,0.19461672027905783,0.9210526315789473,0.9200811709338975
49,0.18064082503318787,0.8947368421052632,0.8919014708488392
50,0.16742897689342498,0.8947368421052632,0.8919014708488392
51,0.16736273328463236,0.8947368421052632,0.8919014708488392
52,0.16961496382951735,0.9210526315789473,0.9200811709338975
53,0.21000097552935282,0.9210526315789473,0.9200811709338975
54,0.1591310844818751,0.9736842105263158,0.9739525283797729
55,0.1731944022576014,0.9736842105263158,0.9739525283797729
56,0.16554650515317917,0.9473684210526315,0.9473684210526315
57,0.15209308723608653,0.9736842105263158,0.9739525283797729
58,0.1602884127696355,0.8947368421052632,0.8978696741854637
59,0.15226262549559275,0.8157894736842105,0.8222599509526504
60,0.16416319410006205,0.8947368421052632,0.8978696741854637
61,0.16056787490844726,0.8947368421052632,0.8966801619433199
62,0.19233872671922048,0.9210526315789473,0.9200811709338975
63,0.16076229055722555,0.9210526315789473,0.9200811709338975
64,0.20742385387420653,0.8947368421052632,0.8919014708488392
65,0.14630105753739675,0.9210526315789473,0.9200811709338975
66,0.15851040184497833,0.9210526315789473,0.9200811709338975
67,0.14522732377052308,0.868421052631579,0.8626110731373889
68,0.14974945028622946,0.9473684210526315,0.9473684210526315
69,0.1525572673479716,0.9736842105263158,0.9739525283797729
70,0.16503730336825054,0.9210526315789473,0.9218575851393189
71,0.15451671481132506,0.9473684210526315,0.9473684210526315
72,0.13911197155714036,0.9736842105263158,0.9739525283797729
73,0.16141784071922302,0.9736842105263158,0.9739525283797729
74,0.14635096549987792,0.9473684210526315,0.9473684210526315
75,0.1762098644177119,0.9473684210526315,0.9473684210526315
76,0.16546944816907247,0.9210526315789473,0.9218575851393189
77,0.13255776991446813,0.7368421052631579,0.7458133971291866
78,0.16713629047075906,0.8947368421052632,0.8919014708488392
79,0.16065610110759734,0.8947368421052632,0.8919014708488392
80,0.13750311811765034,0.868421052631579,0.8626110731373889
81,0.141472536722819,0.868421052631579,0.8626110731373889
82,0.14680009126663207,0.8947368421052632,0.8919014708488392
83,0.12425380359093348,0.9473684210526315,0.9473684210526315
84,0.11422415455182393,0.9473684210526315,0.9473684210526315
85,0.10781958003838857,0.868421052631579,0.8668019515564959
86,0.11829242626825968,0.8947368421052632,0.8947368421052632
87,0.10260377551118532,0.9210526315789473,0.9218575851393189
88,0.1084685989220937,0.9210526315789473,0.9218575851393189
89,0.10092794825633367,0.8947368421052632,0.8947368421052632
90,0.13093016227086385,0.9210526315789473,0.9200811709338975
91,0.13844712336858114,0.868421052631579,0.8697626418988649
92,0.16093270937601725,0.8947368421052632,0.8947368421052632
93,0.11409791171550751,0.8947368421052632,0.8919014708488392
94,0.11949558436870575,0.8947368421052632,0.8919014708488392
95,0.12515313625335694,0.8947368421052632,0.8947368421052632
96,0.11961124519507091,0.868421052631579,0.8668019515564959
97,0.10941650648911794,0.868421052631579,0.8668019515564959
98,0.10740582545598348,0.9210526315789473,0.9200811709338975
99,0.09012443065643311,0.9210526315789473,0.9200811709338975
100,0.09652683049440385,0.9210526315789473,0.9218575851393189
101,0.0920336502790451,0.9473684210526315,0.9473684210526315
102,0.11728889147440592,0.9210526315789473,0.9218575851393189
103,0.10519176145394643,0.8947368421052632,0.8947368421052632
104,0.10921801388263702,0.868421052631579,0.8668019515564959
105,0.1333827833334605,0.9210526315789473,0.9218575851393189
106,0.10511031667391459,0.8947368421052632,0.8947368421052632
107,0.13682275891304016,0.868421052631579,0.8668019515564959
108,0.12650355239709218,0.868421052631579,0.8668019515564959
109,0.13436054488023122,0.8947368421052632,0.8919014708488392
110,0.10449582586685817,0.9210526315789473,0.9200811709338975
111,0.10657660682996115,0.868421052631579,0.8668019515564959
112,0.10344865222771962,0.868421052631579,0.8668019515564959
113,0.09633790343999862,0.9210526315789473,0.9200811709338975
114,0.12585402170817056,0.9210526315789473,0.9200811709338975
